what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648127785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321648159450
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321648161098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648166727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648175114
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321648179328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321648181160
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321648182449
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321648183486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648187104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648208755
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648211518
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648234313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321648244881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321648245950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648252523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648252786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648258283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648258523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648266106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321648266267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321648268241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321648274689
